"Year","Area","Street","Street 2","Strange HTML"
2011,"Birmingham","Churchroadsheldon",NA,NA
2011,"Birmingham","Cliffordrddorridge",NA,NA
2011,"Birmingham","Clocklane",NA,NA
2011,"Birmingham","Colonialroadbordesleygreen",NA,NA
2011,"Birmingham","Corporationstbirmingham",NA,NA
2011,"Birmingham","Corporationstr.",NA,NA
2011,"Birmingham","Coventryrdsmallheath",NA,NA
2011,"Birmingham","Coventryrdsmallheathbham",NA,NA
2011,"Birmingham","Coventryroad",NA,NA
2011,"Birmingham","Coventryroad",NA,NA
2011,"Birmingham","Coventryroad",NA,NA
2011,"Birmingham","Coventryroad",NA,NA
2011,"Birmingham","Coventryroad",NA,NA
2011,"Birmingham","Coventryroadsmallheath",NA,NA
2011,"Birmingham","Coventryroadsmallheath",NA,NA
2011,"Birmingham","Coventryroadsmallheath",NA,NA
2011,"Birmingham","Cranesparkroad",NA,NA
2011,"Birmingham","Cranesparkroadsheldon",NA,NA
2011,"Birmingham","Crossfieldroad",NA,NA
2011,"Birmingham","Crossfieldsroadkittsgreen",NA,NA
2011,"Birmingham","Cxhurchrdstechfordbham",NA,NA
2011,"Birmingham","Digbethhighstr.",NA,NA
2011,"Birmingham","Edgbastonroad",NA,NA
2011,"Birmingham","Edwardroadmoseley",NA,NA
2011,"Birmingham","Fightingcoxph",NA,NA
2011,"Birmingham","Foremansroadsparkhill",NA,NA
2011,"Birmingham","Frontofficekingsheath",NA,NA
2011,"Birmingham","Garrettsgreenroadgarrettsgreen",NA,NA
2011,"Birmingham","Gilesclose",NA,NA
2011,"Birmingham","Gilesclosestechford",NA,NA
2011,"Birmingham","Glazedaleroad",NA,NA
2011,"Birmingham","Gospelfarmroad",NA,NA
2011,"Birmingham","Gospelfarmroad",NA,NA
2011,"Birmingham","Gospellane",NA,NA
2011,"Birmingham","Gospellane",NA,NA
2011,"Birmingham","Gospellane",NA,NA
2011,"Birmingham","Gospellaneacocksgreen",NA,NA
2011,"Birmingham","Gracechurchsuttoncoldfield",NA,NA
2011,"Birmingham","Greathamptonstr.",NA,NA
2011,"Birmingham","Greenlane",NA,NA
2011,"Birmingham","Greswelllaneshardend",NA,NA
2011,"Birmingham","Harlequindrivemosley",NA,NA
2011,"Birmingham","Haslucksgreenroad",NA,NA
2011,"Birmingham","Hazeldeanroad",NA,NA
2011,"Birmingham","Heartlandshospital",NA,NA
2011,"Birmingham","Heartlandshospital",NA,NA
2011,"Birmingham","Heartlandshospitalae",NA,NA
2011,"Birmingham","Heartlandshospitalae",NA,NA
2011,"Birmingham","Heartlandshospitalae",NA,NA
2011,"Birmingham","Hepbengrove",NA,NA
2011,"Birmingham","Herrickroad",NA,NA
2011,"Birmingham","Herrickroadwashwoodheath",NA,NA
2011,"Birmingham","Herrickroadwashwoodheath",NA,NA
2011,"Birmingham","Highstsolihull",NA,NA
2011,"Birmingham","Highstr.kingsheath",NA,NA
2011,"Birmingham","Highstr.kingsheath",NA,NA
2011,"Birmingham","Highstr.kingsheath",NA,NA
2011,"Birmingham","Hobmoorroadatstarbankroad",NA,NA
2011,"Birmingham","Hollowayheadbhamcitycentre",NA,NA
2011,"Birmingham","Hollywellroad",NA,NA
2011,"Birmingham","Homeaddress",NA,NA
2011,"Birmingham","Homeaddress",NA,NA
2011,"Birmingham","Homerstr.",NA,NA
2011,"Birmingham","Huntersmoonpublichouse",NA,NA
2011,"Birmingham","Hurststr.",NA,NA
2011,"Birmingham","Hurststr.",NA,NA
2011,"Birmingham","Hurststr.",NA,NA
2011,"Birmingham","Hurststr.birmingham",NA,NA
2011,"Birmingham","Kingsheathhighstr.",NA,NA
2011,"Birmingham","Knowlerdsmallheathbham",NA,NA
2011,"Birmingham","Ladypoolroad",NA,NA
2011,"Birmingham","Ladypoolroad",NA,NA
2011,"Birmingham","Ladywellwalk",NA,NA
2011,"Birmingham","Leahallrd",NA,NA
2011,"Birmingham","Leahallrd",NA,NA
2011,"Birmingham","Leavillagestechford",NA,NA
2011,"Birmingham","Lenchesclosemosley",NA,NA
2011,"Birmingham","Limetreeroad",NA,NA
2011,"Birmingham","Lodelanehermitageroad",NA,NA
2011,"Birmingham","Longstr.",NA,NA
2011,"Birmingham","Longstr.sparkhill",NA,NA
2011,"Birmingham","Longbridgelane",NA,NA
2011,"Birmingham","Longmeadowcrescentshardendbham",NA,NA
2011,"Birmingham","Maccadownlane",NA,NA
2011,"Birmingham","Masshouselane",NA,NA
2011,"Birmingham","Meadwaymstechford",NA,NA
2011,"Birmingham","Mickleoverroadbromford",NA,NA
2011,"Birmingham","Moorcroftroad",NA,NA
2011,"Birmingham","Moseleyroad",NA,NA
2011,"Birmingham","Moseleyroad",NA,NA
2011,"Birmingham","Moseleyroad",NA,NA
2011,"Birmingham","Moseleyroad",NA,NA
2011,"Birmingham","Moseleyvillage",NA,NA
2011,"Birmingham","Moseleyvillage",NA,NA
2011,"Birmingham","Moseleyvillagealcesterroad",NA,NA
2011,"Birmingham","Mosleyallservicesclubchurchroadmoseley",NA,NA
2011,"Birmingham","Nearlandsclosequinton",NA,NA
2011,"Birmingham","Newstr.",NA,NA
2011,"Birmingham","Northfieldhighstr.",NA,NA
2011,"Birmingham","Osbehanshighfieldroadbillesley",NA,NA
2011,"Birmingham","Osthejunctionmosleyvillage",NA,NA
2011,"Birmingham","Oswashwoodheathroad",NA,NA
2011,"Birmingham","Oakhillroadacocksgreen",NA,NA
2011,"Birmingham","Oppwhitehartlanecookslane",NA,NA
2011,"Birmingham","Oppositealdistratfordroad",NA,NA
2011,"Birmingham","Outsidejavaloungealcesterroad",NA,NA
2011,"Birmingham","Outsideo2academynightclubbhamcitycentre",NA,NA
2011,"Birmingham","Outsideravenpublichouse",NA,NA
2011,"Birmingham","Packingtonave.shardend",NA,NA
2011,"Birmingham","Parkoffhobmoorroad",NA,NA
2011,"Birmingham","Parkhallcroft",NA,NA
2011,"Birmingham","Peartreeph",NA,NA
2011,"Birmingham","Policestation",NA,NA
2011,"Birmingham","Policestationstechford",NA,NA
2011,"Birmingham","Poplarroad",NA,NA
2011,"Birmingham","Poplarroad",NA,NA
2011,"Birmingham","Poplarroadsolihull",NA,NA
2011,"Birmingham","Poplarroadsolihull",NA,NA
2011,"Birmingham","Prestonroad",NA,NA
2011,"Birmingham","Prioryroadhallgreen",NA,NA
2011,"Birmingham","Prospectroad",NA,NA
2011,"Birmingham","Queenswoodroad",NA,NA
2011,"Birmingham","Rearofbootshighstr.",NA,NA
2011,"Birmingham","Reddingslanetsyley",NA,NA
2011,"Birmingham","Richmondprimarycarecentrerichmondroadstechford",NA,NA
2011,"Birmingham","Ringroadstourbridge",NA,NA
2011,"Birmingham","Sainsburyswawrickroad",NA,NA
2011,"Birmingham","Sainsburysalcesterroadsouth",NA,NA
2011,"Birmingham","Sandfordroadmoseley",NA,NA
2011,"Birmingham","Sareholemill",NA,NA
2011,"Birmingham","Sedgemereroad",NA,NA
2011,"Birmingham","Shirleyroad",NA,NA
2011,"Birmingham","Shirleyroad",NA,NA
2011,"Birmingham","Snowhill",NA,NA
2011,"Birmingham","Solihulllane",NA,NA
2011,"Birmingham","Stmarysroadmoseley",NA,NA
2011,"Birmingham","Stmarysrow",NA,NA
2011,"Birmingham","Stationroad",NA,NA
2011,"Birmingham","Stationwaybirminghaminternationalrailstation",NA,NA
2011,"Birmingham","Stechfordfrontoffice",NA,NA
2011,"Birmingham","Stechfordps",NA,NA
2011,"Birmingham","Stechfordretailpark",NA,NA
2011,"Birmingham","Stonehengecroftdruidsheath",NA,NA
2011,"Birmingham","Stoneylane",NA,NA
2011,"Birmingham","Stoneylane",NA,NA
2011,"Birmingham","Stoneylane",NA,NA
2011,"Birmingham","Stratfordheathsparkhillbirmingham",NA,NA
2011,"Birmingham","Stratfordroad",NA,NA
2011,"Birmingham","Stratfordroad",NA,NA
2011,"Birmingham","Stratfordroad",NA,NA
2011,"Birmingham","Stratfordroadhallgreen",NA,NA
2011,"Birmingham","Stratfordroads",NA,NA
2011,"Birmingham","Stuartroadstechford",NA,NA
2011,"Birmingham","Talbortstr.",NA,NA
2011,"Birmingham","Tauntonroad",NA,NA
2011,"Birmingham","Tavistockroad",NA,NA
2011,"Birmingham","Theave.",NA,NA
2011,"Birmingham","Thepaertreepub",NA,NA
2011,"Birmingham","Trafalgerroad",NA,NA
2011,"Birmingham","Wakegreenroad",NA,NA
2011,"Birmingham","Wardendroad",NA,NA
2011,"Birmingham","Warwickroad",NA,NA
2011,"Birmingham","Warwickroad",NA,NA
2011,"Birmingham","Warwickroad",NA,NA
2011,"Birmingham","Warwickroad",NA,NA
2011,"Birmingham","Warwickroad",NA,NA
2011,"Birmingham","Warwickroadtysley",NA,NA
2011,"Birmingham","Washlane",NA,NA
2011,"Birmingham","Washfordheathroad",NA,NA
2011,"Birmingham","Washwoodheathpub",NA,NA
2011,"Birmingham","Washwoodheathrdwashwoodheathbham",NA,NA
2011,"Birmingham","Washwoodheathroad",NA,NA
2011,"Birmingham","Washwoodheathroad",NA,NA
2011,"Birmingham","Washwoodheathroad",NA,NA
2011,"Birmingham","Washwoodheathroad",NA,NA
2011,"Birmingham","Waterylanemiddlewaybirmingham",NA,NA
2011,"Birmingham","Wawrickroad",NA,NA
2011,"Birmingham","Welshfarmroadquinton",NA,NA
2011,"Birmingham","Westleyroad",NA,NA
2011,"Birmingham","Westleyroadacocksgreen",NA,NA
2011,"Birmingham","Whitehartpublichouse",NA,NA
2011,"Birmingham","Whitehartpublichouse",NA,NA
2011,"Birmingham","Whiteheartpubgresselllane",NA,NA
2011,"Birmingham","Williamhillbookmakerswashwoodheathroad",NA,NA
2011,"Birmingham","Williamhillbookmakerswashwoodheathroad",NA,NA
2011,"Birmingham","Williamhillwashwoodheathroad",NA,NA
2011,"Birmingham","Windwardroad",NA,NA
2011,"Birmingham","Windwardroad",NA,NA
2011,"Birmingham","Woodendroaderdington",NA,NA
2011,"Birmingham","Woodbridgeroadmoseley",NA,NA
2011,"Birmingham","Wrightstr.",NA,NA
2011,"Birmingham","Yardleygreenroad",NA,NA
2011,"Birmingham","Yardleyroadacocksgreen",NA,NA
2011,"Birmingham","Yardleywoodroad",NA,NA
2011,"Birmingham","Yardleywoodroad",NA,NA
2011,"Birmingham","Yewtreecarpark",NA,NA
2011,"Birmingham","Yewtreelane",NA,NA
2011,"Birmingham","Yewtreepublichousecarpark",NA,NA
2011,"Birmingham","Armadapubsladeroaderdingtonbirmingham",NA,NA
2011,"Birmingham","Armardapubgravellyhill",NA,NA
2011,"Birmingham","Armardapubgravellyhill",NA,NA
2011,"Birmingham","Badgersbankroad",NA,NA
2011,"Birmingham","Baldmoorlakeroaderdingtonbirmingham",NA,NA
2011,"Birmingham","Bandywoodrdkingstanding",NA,NA
2011,"Birmingham","Beckenhamroad",NA,NA
2011,"Birmingham","Beecheswalk",NA,NA
2011,"Birmingham","Birminghamrd",NA,NA
2011,"Birmingham","Birminghamrd",NA,NA
2011,"Birmingham","Birminghamrdsc",NA,NA
2011,"Birmingham","Birminghamroad",NA,NA
2011,"Birmingham","Birminghamroad",NA,NA
2011,"Birmingham","Birminghamroadsutton",NA,NA
2011,"Birmingham","Birminghamroaderdington",NA,NA
2011,"Birmingham","Birminghamroadsuttoncoldfield",NA,NA
2011,"Birmingham","Birminghamroadsuttoncoldfield",NA,NA
2011,"Birmingham","Bowlinggreenclose",NA,NA
2011,"Birmingham","Bracebridgeroaderdington",NA,NA
2011,"Birmingham","Brassingtonave.",NA,NA
2011,"Birmingham","Bromfordlane",NA,NA
2011,"Birmingham","Bromfordlaneerdingtonbham",NA,NA
2011,"Birmingham","Brookvaleparkroad",NA,NA
2011,"Birmingham","Carhamptonroadfalconlodgesuttoncolfield",NA,NA
2011,"Birmingham","Carshaltonroad",NA,NA
2011,"Birmingham","Carshorltonroad",NA,NA
2011,"Birmingham","Chesterrd",NA,NA
2011,"Birmingham","Chesterroad",NA,NA
2011,"Birmingham","Chesterroadhallsgardencentre",NA,NA
2011,"Birmingham","Churchrdatchesterrd",NA,NA
2011,"Birmingham","Collegeroadkingstandingbham",NA,NA
2011,"Birmingham","Collegeroadkingstandingbham",NA,NA
2011,"Birmingham","Copshillcourtmountviewsuttoncoldfield",NA,NA
2011,"Birmingham","Dovedaleroaderdingtonbham",NA,NA
2011,"Birmingham","Downsideroaderdingtonbham",NA,NA
2011,"Birmingham","Eachelhurtroaderdington",NA,NA
2011,"Birmingham","Erdingtonhallroad",NA,NA
2011,"Birmingham","Erdingtonhallroad",NA,NA
2011,"Birmingham","Erdingtonhighstr.",NA,NA
2011,"Birmingham","Fenthamroaderdingtonbham",NA,NA
2011,"Birmingham","Finchleyroad",NA,NA
2011,"Birmingham","Finchleyroadkingstandingbham",NA,NA
2011,"Birmingham","Georgefrederickroad",NA,NA
2011,"Birmingham","Goldenpondtakeawayboldmereroad",NA,NA
2011,"Birmingham","Goodhopehospital",NA,NA
2011,"Birmingham","Gracechurchcentre",NA,NA
2011,"Birmingham","Gracechurchcentreoutsidesupercigs",NA,NA
2011,"Birmingham","Gracechurchshoppingcentresuttoncoldfield",NA,NA
2011,"Birmingham","Grassedareapypehayespark",NA,NA
2011,"Birmingham","Gravelleylane",NA,NA
2011,"Birmingham","Gravelleylane",NA,NA
2011,"Birmingham","Gravelleylane",NA,NA
2011,"Birmingham","Gravellylaneerdingtonbirmingham",NA,NA
2011,"Birmingham","Hairylemonpubsuttoncoldfield",NA,NA
2011,"Birmingham","Hairylemonpubsuttoncoldfield",NA,NA
2011,"Birmingham","Hermatigeroad",NA,NA
2011,"Birmingham","Hermatigeroad",NA,NA
2011,"Birmingham","Hermitagedrive",NA,NA
2011,"Birmingham","Highstr.",NA,NA
2011,"Birmingham","Highstr.erdington",NA,NA
2011,"Birmingham","Highstr.erdington",NA,NA
2011,"Birmingham","Highstr.erdington",NA,NA
2011,"Birmingham","Highstr.sc",NA,NA
2011,"Birmingham","Highstr.sc",NA,NA
2011,"Birmingham","Hightsterdington",NA,NA
2011,"Birmingham","Huntonhill",NA,NA
2011,"Birmingham","Kfcretailoutleterdingtonhighstr.",NA,NA
2011,"Birmingham","Kingsburyroaderdingtonbham",NA,NA
2011,"Birmingham","Kingstandingcircle",NA,NA
2011,"Birmingham","Ladywellwalkbirmingham",NA,NA
2011,"Birmingham","Landsdownroad",NA,NA
2011,"Birmingham","Lichfieldroadmeregreen",NA,NA
2011,"Birmingham","Lichfieldroadsuttoncoldfield",NA,NA
2011,"Birmingham","Lindridgeroadsuttoncoldfield",NA,NA
2011,"Birmingham","Littleastonlane",NA,NA
2011,"Birmingham","Longfordroad",NA,NA
2011,"Birmingham","Longfordroadkingstandingbham",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparadesc",NA,NA
2011,"Birmingham","Lowerparadesutton",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparade",NA,NA
2011,"Birmingham","Lowerparadesutoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfieldtowncentre",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfieldtowncentre",NA,NA
2011,"Birmingham","Lowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Lydhamclose",NA,NA
2011,"Birmingham","Millstr.",NA,NA
2011,"Birmingham","Millstr.suttoncoldfield",NA,NA
2011,"Birmingham","Moorhallhotel",NA,NA
2011,"Birmingham","Mulberrycourtcarparkkingsroadkingstandingbirmingham",NA,NA
2011,"Birmingham","Newhallwalkcarpark",NA,NA
2011,"Birmingham","Newhallwalkcarpark",NA,NA
2011,"Birmingham","Osha",NA,NA
2011,"Birmingham","Oslittentree",NA,NA
2011,"Birmingham","Oslittentreesctowncentre",NA,NA
2011,"Birmingham","Osmoomoobarsctowncentre",NA,NA
2011,"Birmingham","Osmoomoobarsouthparade",NA,NA
2011,"Birmingham","Osretro",NA,NA
2011,"Birmingham","Osretrosouthparade",NA,NA
2011,"Birmingham","Osretros",NA,NA
2011,"Birmingham","Osroyalhotellichfieldroad",NA,NA
2011,"Birmingham","Ostemplebar",NA,NA
2011,"Birmingham","Ostemplebar",NA,NA
2011,"Birmingham","Ostemplebarhighstr.",NA,NA
2011,"Birmingham","Ostemplebarlowerparadesuttoncoldfield",NA,NA
2011,"Birmingham","Ostemplebarsctowncentre",NA,NA
2011,"Birmingham","Ostemplebarsuttoncoldfieldwestmilands",NA,NA
2011,"Birmingham","Osthehairylemon",NA,NA
2011,"Birmingham","Onpavementoutsidetheroyalhotel",NA,NA
2011,"Birmingham","Ourtsideroyalpublichfieldroadsuttoncoldfield",NA,NA
2011,"Birmingham","Outsideglendaletowerlyndhurstestate",NA,NA
2011,"Birmingham","Outsidelittentreepubbirminghamroadsuttoncoldfield",NA,NA
2011,"Birmingham","Outsidemoomooclubtowncentresuttoncoldfield",NA,NA
2011,"Birmingham","Outsidemoomoonightclubsouthparade",NA,NA
2011,"Birmingham","Outsidetempleparadelowerparade",NA,NA
2011,"Birmingham","Outsidethetemplebarlowerparadesc",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesc",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesuttontown",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesuttoncoldfield",NA,NA
2011,"Birmingham","Paradesuttontowncentre",NA,NA
2011,"Birmingham","Parkestoncrescentkinsgatndingbham",NA,NA
2011,"Birmingham","Plantsgroveerdington",NA,NA
2011,"Birmingham","Pypehayesroadpypehayesbham",NA,NA
2011,"Birmingham","Pypehayesroadpypehayesbham",NA,NA
2011,"Birmingham","Pypehayesroadpypehayesbham",NA,NA
2011,"Birmingham","Queenstr.",NA,NA
2011,"Birmingham","Queenstr.",NA,NA
2011,"Birmingham","Queenstr.",NA,NA
2011,"Birmingham","Queenstr.",NA,NA
2011,"Birmingham","Queenstr.suttoncoldfieldtowncentre",NA,NA
2011,"Birmingham","Queslettroadeast",NA,NA
2011,"Birmingham","Redacrerdboldmere",NA,NA
2011,"Birmingham","Reservoirroad",NA,NA
2011,"Birmingham","Ridgeway",NA,NA
2011,"Birmingham","Sladeroaderdingtonbham",NA,NA
2011,"Birmingham","Sladeroaderdingtonbham",NA,NA
2011,"Birmingham","Sothparadesuttoncoldfield",NA,NA
2011,"Birmingham","Sothparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparade",NA,NA
2011,"Birmingham","Southparadetowncentresuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttontowncentre",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttoncoldfield",NA,NA
2011,"Birmingham","Southparadesuttontowncentre",NA,NA
2011,"Birmingham","Southparadetowncentresuttoncoldfield",NA,NA
2011,"Birmingham","Stornawayroadcastlevale",NA,NA
2011,"Birmingham","Str.leyroaderdington",NA,NA
2011,"Birmingham","Sumburghcroft",NA,NA
2011,"Birmingham","Suttoncoldfieldtowncentre",NA,NA
2011,"Birmingham","Suttoncoldfieldtowncentre",NA,NA
2011,"Birmingham","Suttonnewroad",NA,NA
2011,"Birmingham","Suttonnewroaderdington",NA,NA
2011,"Birmingham","Suttonnewroaderdington",NA,NA
2011,"Birmingham","Suttonnewroaderdington",NA,NA
2011,"Birmingham","Suttonnewroaderdingtonbham",NA,NA
2011,"Birmingham","Suttonparade",NA,NA
2011,"Birmingham","Suttonparade",NA,NA
2011,"Birmingham","Suttonparade",NA,NA
2011,"Birmingham","Suttontowncentre",NA,NA
2011,"Birmingham","Suttontowncentre",NA,NA
2011,"Birmingham","Suttontowncentre",NA,NA
2011,"Birmingham","Suttontowncentre",NA,NA
2011,"Birmingham","Suttontowncentre",NA,NA
2011,"Birmingham","Tedburycrescent",NA,NA
2011,"Birmingham","Tescosexpresswalsallroadfouroakssuttoncoldfield",NA,NA
2011,"Birmingham","Theparade",NA,NA
2011,"Birmingham","Theparade",NA,NA
2011,"Birmingham","Theparade",NA,NA
2011,"Birmingham","Theparadesutton",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadebirminghamroadsuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttoncoldfield",NA,NA
2011,"Birmingham","Theparadesuttontowncentre",NA,NA
2011,"Birmingham","Theparade",NA,NA
2011,"Birmingham","Theridgeway",NA,NA
2011,"Birmingham","Theridgeway",NA,NA
2011,"Birmingham","Theridgeway",NA,NA
2011,"Birmingham","Theswanph",NA,NA
2011,"Birmingham","Turnhouseroad",NA,NA
2011,"Birmingham","Upperhollandroad",NA,NA
2011,"Birmingham","Victoriard",NA,NA
2011,"Birmingham","Victoriard",NA,NA
2011,"Birmingham","Victoriard",NA,NA
2011,"Birmingham","Walshdrivewalmleysuttoncoldfield",NA,NA
2011,"Birmingham","Warrenfarmrd",NA,NA
2011,"Birmingham","Warrenfarmroad",NA,NA
2011,"Birmingham","Whitehousecommonrd",NA,NA
2011,"Birmingham","Wiltonrd",NA,NA
2011,"Birmingham","Windsorhousejarvisroaderdington",NA,NA
2011,"Birmingham","Wittonlodgeroad",NA,NA
2011,"Birmingham","Wittonlodgeroaderdington",NA,NA
2011,"Birmingham","Yorkroad",NA,NA
2011,"Birmingham","Abdonave",NA,NA
2011,"Birmingham","Alcesterroadsouth",NA,NA
2011,"Birmingham","Alvechurchrd",NA,NA
2011,"Birmingham","Ardenroad",NA,NA
2011,"Birmingham","Ardencotefroad",NA,NA
2011,"Birmingham","Ashleyclose",NA,NA
2011,"Birmingham","Baltispicebristolrdsouth",NA,NA
2011,"Birmingham","Barneshill",NA,NA
